2025-05-22 08:48:11,791 | DEBUG | asyncio | Using selector: KqueueSelector
2025-05-22 08:55:10,346 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Thu, 22 May 2025 12:55:10 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'personal-8rj4hz'), (b'openai-processing-ms', b'766'), (b'openai-version', b'2020-10-01'), (b'x-envoy-upstream-service-time', b'771'), (b'x-ratelimit-limit-requests', b'10000'), (b'x-ratelimit-limit-tokens', b'200000'), (b'x-ratelimit-remaining-requests', b'9999'), (b'x-ratelimit-remaining-tokens', b'199442'), (b'x-ratelimit-reset-requests', b'8.64s'), (b'x-ratelimit-reset-tokens', b'167ms'), (b'x-request-id', b'req_9f28096779da177704f684ff36f6ad19'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=Cl8O5LEU2ug_KqN2xDihlvEVAs.W39376oAL4j.ZzCc-1747918510-1.0.1.1-FjWSTwc7PgA_bRa8JgAYmxK4ePbURxJkGSonFsAul9MfUw0qzcPmKWjOxPYWUhzpuLhdpY6oqRE956hwF0LzA1e2ScN40ST7_VEvHYQkNQY; path=/; expires=Thu, 22-May-25 13:25:10 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=Hgas.X1qe_ruIcCTh6rlaBHAdJccReQtdUYJromlroE-1747918510428-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'943c775cce65105c-ORD'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-05-22 08:55:10,347 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-22 08:55:10,347 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2025-05-22 08:55:10,350 | DEBUG | httpcore.http11 | receive_response_body.complete
2025-05-22 08:55:10,350 | DEBUG | httpcore.http11 | response_closed.started
2025-05-22 08:55:10,350 | DEBUG | httpcore.http11 | response_closed.complete
2025-05-22 08:55:10,350 | DEBUG | openai._base_client | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers([('date', 'Thu, 22 May 2025 12:55:10 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-organization', 'personal-8rj4hz'), ('openai-processing-ms', '766'), ('openai-version', '2020-10-01'), ('x-envoy-upstream-service-time', '771'), ('x-ratelimit-limit-requests', '10000'), ('x-ratelimit-limit-tokens', '200000'), ('x-ratelimit-remaining-requests', '9999'), ('x-ratelimit-remaining-tokens', '199442'), ('x-ratelimit-reset-requests', '8.64s'), ('x-ratelimit-reset-tokens', '167ms'), ('x-request-id', 'req_9f28096779da177704f684ff36f6ad19'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=Cl8O5LEU2ug_KqN2xDihlvEVAs.W39376oAL4j.ZzCc-1747918510-1.0.1.1-FjWSTwc7PgA_bRa8JgAYmxK4ePbURxJkGSonFsAul9MfUw0qzcPmKWjOxPYWUhzpuLhdpY6oqRE956hwF0LzA1e2ScN40ST7_VEvHYQkNQY; path=/; expires=Thu, 22-May-25 13:25:10 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=Hgas.X1qe_ruIcCTh6rlaBHAdJccReQtdUYJromlroE-1747918510428-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '943c775cce65105c-ORD'), ('content-encoding', 'gzip'), ('alt-svc', 'h3=":443"; ma=86400')])
2025-05-22 08:55:10,350 | DEBUG | openai._base_client | request_id: req_9f28096779da177704f684ff36f6ad19
2025-05-22 08:55:10,356 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): www.google.com:443
2025-05-22 08:55:10,554 | DEBUG | urllib3.connectionpool | https://www.google.com:443 "GET /search?q=molecular+testing+infectious+disease+companies+news+May+after%3A2025-05-15&num=5&hl=en&start=0&safe=active HTTP/1.1" 200 None
2025-05-22 08:55:10,937 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): www.google.com:443
2025-05-22 08:55:11,083 | DEBUG | urllib3.connectionpool | https://www.google.com:443 "GET /search?q=infectious+disease+molecular+diagnostics+product+launch+after%3A2025-05-15&num=5&hl=en&start=0&safe=active HTTP/1.1" 200 None
2025-05-22 08:55:11,366 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): www.google.com:443
2025-05-22 08:55:11,514 | DEBUG | urllib3.connectionpool | https://www.google.com:443 "GET /search?q=molecular+testing+partnerships+after%3A2025-05-15&num=5&hl=en&start=0&safe=active HTTP/1.1" 200 None
2025-05-22 08:55:11,809 | DEBUG | urllib3.connectionpool | Starting new HTTPS connection (1): www.google.com:443
2025-05-22 08:55:11,951 | DEBUG | urllib3.connectionpool | https://www.google.com:443 "GET /search?q=recent+advancements+in+infectious+disease+molecular+testing+May+after%3A2025-05-15&num=5&hl=en&start=0&safe=active HTTP/1.1" 200 None
2025-05-22 08:55:12,547 | DEBUG | httpcore.connection | connect_tcp.started host='www.globenewswire.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='www.genomeweb.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='www.globenewswire.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='diagnostics.roche.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='www.prnewswire.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='www.leicabiosystems.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='scholar.google.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,548 | DEBUG | httpcore.connection | connect_tcp.started host='www.marketsandmarkets.com' port=443 local_address=None timeout=10 socket_options=None
2025-05-22 08:55:12,634 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x1098c63c0>
2025-05-22 08:55:12,634 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x10845bc80> server_hostname='www.globenewswire.com' timeout=10
2025-05-22 08:55:12,635 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109bae490>
2025-05-22 08:55:12,635 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x10845b9b0> server_hostname='www.globenewswire.com' timeout=10
2025-05-22 08:55:12,659 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109baead0>
2025-05-22 08:55:12,659 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x10845be30> server_hostname='www.prnewswire.com' timeout=10
2025-05-22 08:55:12,660 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109bb0770>
2025-05-22 08:55:12,660 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x109b80170> server_hostname='www.leicabiosystems.com' timeout=10
2025-05-22 08:55:12,661 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109bb1f30>
2025-05-22 08:55:12,661 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x10845bf50> server_hostname='www.genomeweb.com' timeout=10
2025-05-22 08:55:12,668 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109b4d7f0>
2025-05-22 08:55:12,668 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x109b80320> server_hostname='scholar.google.com' timeout=10
2025-05-22 08:55:12,672 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109bb58c0>
2025-05-22 08:55:12,672 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,674 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,675 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109bb4f30>
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,675 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,676 | DEBUG | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109b53450>
2025-05-22 08:55:12,676 | DEBUG | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x10845bbf0> server_hostname='diagnostics.roche.com' timeout=10
2025-05-22 08:55:12,687 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109b52f50>
2025-05-22 08:55:12,687 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,687 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,687 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,687 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,687 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,689 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x10852a210>
2025-05-22 08:55:12,689 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,689 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,689 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,689 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,689 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,705 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x10852bd40>
2025-05-22 08:55:12,705 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,705 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,705 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,705 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,705 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,713 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Connection', b'keep-alive'), (b'Content-Length', b'11730'), (b'Content-Language', b'en-us'), (b'Content-Security-Policy', b"frame-ancestors 'self' https://*.us-2.platformsh.site https://*.leicabiosystems.com https://punchoutcommerce.com https://*.tradecentric.com https://*.sciquest.com https://*.jaggaer.com https://*.ariba.com https://*.punchout2go.com https://*.ziphq.com; report-uri /report-csp-violation"), (b'Content-Type', b'text/html; charset=UTF-8'), (b'Etag', b'"1747917960"'), (b'Expires', b'Sun, 19 Nov 1978 05:00:00 GMT'), (b'Last-Modified', b'Thu, 22 May 2025 12:46:00 GMT'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Traceresponse', b'00-1841da1fae3e765efbeb214a4a909583-2c6ab4421b1726ea-01'), (b'X-Content-Type-Options', b'nosniff'), (b'X-Debug-Info', b'eyJyZXRyaWVzIjowfQ=='), (b'X-Drupal-Dynamic-Cache', b'UNCACHEABLE (poor cacheability)'), (b'X-Frame-Options', b'ALLOW-FROM https://punchoutcommerce.com'), (b'X-Platform-Server', b'i-0b5f560b39025c467'), (b'X-Platform-Server', b'i-0b5f560b39025c467'), (b'X-Xss-Protection', b'1; mode=block'), (b'Content-Encoding', b'gzip'), (b'Accept-Ranges', b'bytes'), (b'Age', b'552'), (b'Date', b'Thu, 22 May 2025 12:55:12 GMT'), (b'X-Served-By', b'cache-iad-kjyo7100173-IAD, cache-ewr-kewr1740090-EWR'), (b'X-Cache', b'HIT, MISS'), (b'X-Cache-Hits', b'3, 0'), (b'Vary', b'Cookie, Accept-Encoding'), (b'Cache-Control', b'no-store, no-cache, must-revalidate, max-age=0'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload')])
2025-05-22 08:55:12,713 | INFO | httpx | HTTP Request: GET https://www.leicabiosystems.com/us/news/leica-biosystems-and-bristol-myers-squibb-announce-strategic-partnership-to-drive/ "HTTP/1.1 200 OK"
2025-05-22 08:55:12,714 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,714 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109b9f150>
2025-05-22 08:55:12,714 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | receive_response_body.complete
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | response_closed.started
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,715 | DEBUG | httpcore.http11 | response_closed.complete
2025-05-22 08:55:12,715 | DEBUG | httpcore.connection | close.started
2025-05-22 08:55:12,715 | DEBUG | httpcore.connection | close.complete
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - #page>header#header.header
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - header#header.header>.topHeader
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - .container>.topHeader-wrap.d-flex.position-relative.flex-wrap.align-items-center.pt-1.pb-1
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - .topHeader-wrap.d-flex.position-relative.flex-wrap.align-items-center.pt-1.pb-1>.topHeader-claim
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - .topHeader-wrap.d-flex.position-relative.flex-wrap.align-items-center.pt-1.pb-1>ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-languageSwitch.topHeader-item.align-items-center
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-careers.topHeader-item.align-items-center
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - li.topHeader-careers.topHeader-item.align-items-center>a.topHeader-link.text-decoration-none
2025-05-22 08:55:12,731 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-login.topHeader-item.align-items-center
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - li.topHeader-login.topHeader-item.align-items-center>a.topHeader-link.text-decoration-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-account-info.topHeader-item.align-items-center.topHeader-single-account.d-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - li.topHeader-account-info.topHeader-item.align-items-center.topHeader-single-account.d-none>span.topHeader-link.text-decoration-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-account-info.topHeader-item.align-items-center.d-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - .dropdown>button#topHeader-account-info-toggle.btn.dropdown-toggle
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - .dropdown>.dropdown-menu
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-account-actions.topHeader-item.d-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - .dropdown>button#topHeader-account-actions-toggle.btn.dropdown-toggle
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - .dropdown>.dropdown-menu
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-quick-order.topHeader-item.align-items-center
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - li.topHeader-quick-order.topHeader-item.align-items-center>a.topHeader-link.text-decoration-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.topHeader-menu.nav.d-flex.mb-0.pl-0.flex-nowrap>li.topHeader-cart.topHeader-item.align-items-center
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - li.topHeader-cart.topHeader-item.align-items-center>a.topHeader-link.text-decoration-none
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,732 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.pl-0.list-unstyled.bg-white>li.menu-item.level-2
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.flex-row.justify-content-center.mb-0.level-base.list-unstyled.d-none.d-md-flex>li.menu-item.level-0.rounded.pr-3
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.flex-row.justify-content-center.mb-0.level-base.list-unstyled.d-none.d-md-flex>li.menu-item.level-0.rounded.pr-3
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - ul.flex-row.justify-content-center.mb-0.level-base.list-unstyled.d-none.d-md-flex>li.menu-item.level-0.rounded.pr-3
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - #page>footer.site-footer.lbs-footer
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - .col-xl-3.col-md-3.col-sm-12.footer-column>.footer-section.footer-section--company
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - .d-flex.justify-content-between.flex-wrap>img.img-fluid.footer-logo
2025-05-22 08:55:12,733 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--company>.footer-location
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li>a.footer-link.footer-link--tel
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li>a.footer-link.footer-link--fax
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li>a.footer-link.footer-link--contact
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .col-xl-2.col-md-3.col-sm-6.footer-column>.footer-section.footer-section--about
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--about>h3.footer-title
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--about>ul.footer-menu
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link.optanon-toggle-display
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .col-xl-2.col-md-3.col-sm-6.footer-column>.footer-section.footer-section--clinical
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--clinical>h3.footer-title
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--clinical>ul.footer-menu
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
